"","Year","datatopic","peryear_indicators"
"2763",2001,"Public Sector: Government finance: Revenue",22
"2764",2001,"Social Protection & Labor: Economic activity",74
"2765",2001,"Social Protection & Labor: Labor force structure",28
"2766",2001,"Social Protection & Labor: Migration",3
"2767",2001,"Social Protection & Labor: Unemployment",24
"2768",2001,"Trade",29
"2769",2002,"",43
"2770",2002,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2771",2002,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2772",2002,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2773",2002,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2774",2002,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2775",2002,"Economic Policy & Debt: External debt: Debt outstanding",9
"2776",2002,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2777",2002,"Economic Policy & Debt: External debt: Debt service",5
"2778",2002,"Economic Policy & Debt: External debt: Net flows",20
"2779",2002,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2780",2002,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2781",2002,"Economic Policy & Debt: National accounts: Growth rates",16
"2782",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2783",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2784",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2785",2002,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2786",2002,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2787",2002,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2788",2002,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2789",2002,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2790",2002,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2791",2002,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2792",2002,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2793",2002,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2794",2002,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2795",2002,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2796",2002,"Economic Policy & Debt: Official development assistance",50
"2797",2002,"Economic Policy & Debt: Purchasing power parity",13
"2798",2002,"Education: Efficiency",21
"2799",2002,"Education: Inputs",42
"2800",2002,"Education: Outcomes",34
"2801",2002,"Education: Participation",44
"2802",2002,"Employment and Time Use",1
"2803",2002,"Environment: Agricultural production",11
"2804",2002,"Environment: Density & urbanization",12
"2805",2002,"Environment: Emissions",1
"2806",2002,"Environment: Energy production & use",27
"2807",2002,"Environment: Freshwater",9
"2808",2002,"Environment: Land use",12
"2809",2002,"Environment: Natural resources contribution to GDP",6
"2810",2002,"Financial Sector: Assets",14
"2811",2002,"Financial Sector: Capital markets",7
"2812",2002,"Financial Sector: Exchange rates & prices",10
"2813",2002,"Financial Sector: Interest rates",5
"2814",2002,"Financial Sector: Monetary holdings (liabilities)",4
"2815",2002,"Gender: Agency",2
"2816",2002,"Gender: Health",6
"2817",2002,"Gender: Participation & access",2
"2818",2002,"Gender: Public life & decision making",2
"2819",2002,"Health: Disease prevention",27
"2820",2002,"Health: Health systems",22
"2821",2002,"Health: Mortality",35
"2822",2002,"Health: Nutrition",26
"2823",2002,"Health: Population: Dynamics",11
"2824",2002,"Health: Population: Structure",58
"2825",2002,"Health: Reproductive health",16
"2826",2002,"Health: Risk factors",23
"2827",2002,"Health: Universal Health Coverage",11
"2828",2002,"Infrastructure: Communications",13
"2829",2002,"Infrastructure: Technology",9
"2830",2002,"Infrastructure: Transportation",7
"2831",2002,"Poverty: Income distribution",9
"2832",2002,"Poverty: Poverty rates",8
"2833",2002,"Poverty: Shared prosperity",1
"2834",2002,"Private Sector & Trade: Business environment",9
"2835",2002,"Private Sector & Trade: Exports",23
"2836",2002,"Private Sector & Trade: Imports",23
"2837",2002,"Private Sector & Trade: Private infrastructure investment",8
"2838",2002,"Private Sector & Trade: Total merchandise trade",1
"2839",2002,"Private Sector & Trade: Trade price indices",2
"2840",2002,"Private Sector & Trade: Travel & tourism",10
"2841",2002,"Public Sector: Conflict & fragility",4
"2842",2002,"Public Sector: Defense & arms trade",8
"2843",2002,"Public Sector: Government finance: Deficit & financing",10
"2844",2002,"Public Sector: Government finance: Expense",13
"2845",2002,"Public Sector: Government finance: Revenue",22
"2846",2002,"Public Sector: Policy & institutions",36
"2847",2002,"Social Protection & Labor: Economic activity",55
"2848",2002,"Social Protection & Labor: Labor force structure",28
"2849",2002,"Social Protection & Labor: Migration",3
"2850",2002,"Social Protection & Labor: Performance",25
"2851",2002,"Social Protection & Labor: Unemployment",24
"2852",2002,"Trade",29
"2853",2003,"",43
"2854",2003,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2855",2003,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2856",2003,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2857",2003,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2858",2003,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2859",2003,"Economic Policy & Debt: External debt: Debt outstanding",9
"2860",2003,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2861",2003,"Economic Policy & Debt: External debt: Debt service",5
"2862",2003,"Economic Policy & Debt: External debt: Net flows",20
"2863",2003,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2864",2003,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2865",2003,"Economic Policy & Debt: National accounts: Growth rates",16
"2866",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2867",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2868",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2869",2003,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2870",2003,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2871",2003,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2872",2003,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2873",2003,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2874",2003,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2875",2003,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2876",2003,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2877",2003,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"2878",2003,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"2879",2003,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"2880",2003,"Economic Policy & Debt: Official development assistance",50
"2881",2003,"Economic Policy & Debt: Purchasing power parity",13
"2882",2003,"Education: Efficiency",21
"2883",2003,"Education: Inputs",42
"2884",2003,"Education: Outcomes",43
"2885",2003,"Education: Participation",44
"2886",2003,"Employment and Time Use",1
"2887",2003,"Environment: Agricultural production",11
"2888",2003,"Environment: Density & urbanization",11
"2889",2003,"Environment: Emissions",1
"2890",2003,"Environment: Energy production & use",27
"2891",2003,"Environment: Freshwater",9
"2892",2003,"Environment: Land use",12
"2893",2003,"Environment: Natural resources contribution to GDP",6
"2894",2003,"Financial Sector: Assets",14
"2895",2003,"Financial Sector: Capital markets",7
"2896",2003,"Financial Sector: Exchange rates & prices",10
"2897",2003,"Financial Sector: Interest rates",5
"2898",2003,"Financial Sector: Monetary holdings (liabilities)",4
"2899",2003,"Gender: Agency",2
"2900",2003,"Gender: Health",6
"2901",2003,"Gender: Participation & access",2
"2902",2003,"Gender: Public life & decision making",2
"2903",2003,"Health: Disease prevention",27
"2904",2003,"Health: Health systems",22
"2905",2003,"Health: Mortality",35
"2906",2003,"Health: Nutrition",26
"2907",2003,"Health: Population: Dynamics",12
"2908",2003,"Health: Population: Structure",58
"2909",2003,"Health: Reproductive health",16
"2910",2003,"Health: Risk factors",25
"2911",2003,"Health: Universal Health Coverage",11
"2912",2003,"Infrastructure: Communications",13
"2913",2003,"Infrastructure: Technology",9
"2914",2003,"Infrastructure: Transportation",7
"2915",2003,"Poverty: Income distribution",9
"2916",2003,"Poverty: Poverty rates",8
"2917",2003,"Poverty: Shared prosperity",3
"2918",2003,"Private Sector & Trade: Business environment",21
"2919",2003,"Private Sector & Trade: Exports",23
"2920",2003,"Private Sector & Trade: Imports",23
"2921",2003,"Private Sector & Trade: Private infrastructure investment",8
"2922",2003,"Private Sector & Trade: Total merchandise trade",1
"2923",2003,"Private Sector & Trade: Trade price indices",2
"2924",2003,"Private Sector & Trade: Travel & tourism",10
"2925",2003,"Public Sector: Conflict & fragility",4
"2926",2003,"Public Sector: Defense & arms trade",8
"2927",2003,"Public Sector: Government finance: Deficit & financing",10
"2928",2003,"Public Sector: Government finance: Expense",13
"2929",2003,"Public Sector: Government finance: Revenue",22
"2930",2003,"Public Sector: Policy & institutions",36
"2931",2003,"Social Protection & Labor: Economic activity",59
"2932",2003,"Social Protection & Labor: Labor force structure",28
"2933",2003,"Social Protection & Labor: Migration",3
"2934",2003,"Social Protection & Labor: Performance",19
"2935",2003,"Social Protection & Labor: Unemployment",24
"2936",2003,"Trade",29
"2937",2004,"",43
"2938",2004,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"2939",2004,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"2940",2004,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"2941",2004,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"2942",2004,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"2943",2004,"Economic Policy & Debt: External debt: Debt outstanding",9
"2944",2004,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"2945",2004,"Economic Policy & Debt: External debt: Debt service",5
"2946",2004,"Economic Policy & Debt: External debt: Net flows",20
"2947",2004,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"2948",2004,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"2949",2004,"Economic Policy & Debt: National accounts: Growth rates",16
"2950",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"2951",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"2952",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"2953",2004,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"2954",2004,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"2955",2004,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"2956",2004,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"2957",2004,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"2958",2004,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"2959",2004,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"2960",2004,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"2961",2004,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
