"","Year","datatopic","peryear_indicators"
"3026",2005,"Gender: Participation & access",2
"3027",2005,"Gender: Public life & decision making",2
"3028",2005,"Health: Disease prevention",27
"3029",2005,"Health: Health systems",22
"3030",2005,"Health: Mortality",35
"3031",2005,"Health: Nutrition",30
"3032",2005,"Health: Population: Dynamics",13
"3033",2005,"Health: Population: Structure",58
"3034",2005,"Health: Reproductive health",16
"3035",2005,"Health: Risk factors",28
"3036",2005,"Health: Universal Health Coverage",12
"3037",2005,"Infrastructure: Communications",13
"3038",2005,"Infrastructure: Technology",11
"3039",2005,"Infrastructure: Transportation",7
"3040",2005,"Poverty: Income distribution",9
"3041",2005,"Poverty: Poverty rates",8
"3042",2005,"Poverty: Shared prosperity",3
"3043",2005,"Private Sector & Trade: Business environment",12
"3044",2005,"Private Sector & Trade: Exports",23
"3045",2005,"Private Sector & Trade: Imports",23
"3046",2005,"Private Sector & Trade: Private infrastructure investment",7
"3047",2005,"Private Sector & Trade: Total merchandise trade",1
"3048",2005,"Private Sector & Trade: Trade price indices",2
"3049",2005,"Private Sector & Trade: Travel & tourism",10
"3050",2005,"Public Sector: Conflict & fragility",4
"3051",2005,"Public Sector: Defense & arms trade",8
"3052",2005,"Public Sector: Government finance",1
"3053",2005,"Public Sector: Government finance: Deficit & financing",10
"3054",2005,"Public Sector: Government finance: Expense",13
"3055",2005,"Public Sector: Government finance: Revenue",22
"3056",2005,"Public Sector: Policy & institutions",59
"3057",2005,"Social Protection & Labor: Economic activity",74
"3058",2005,"Social Protection & Labor: Labor force structure",28
"3059",2005,"Social Protection & Labor: Migration",9
"3060",2005,"Social Protection & Labor: Performance",27
"3061",2005,"Social Protection & Labor: Unemployment",27
"3062",2005,"Trade",23
"3063",2006,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3064",2006,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3065",2006,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3066",2006,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3067",2006,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3068",2006,"Economic Policy & Debt: External debt: Debt outstanding",9
"3069",2006,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3070",2006,"Economic Policy & Debt: External debt: Debt service",5
"3071",2006,"Economic Policy & Debt: External debt: Net flows",20
"3072",2006,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3073",2006,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3074",2006,"Economic Policy & Debt: National accounts: Growth rates",16
"3075",2006,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"3076",2006,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3077",2006,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3078",2006,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3079",2006,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3080",2006,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3081",2006,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3082",2006,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3083",2006,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3084",2006,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3085",2006,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3086",2006,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3087",2006,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3088",2006,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3089",2006,"Economic Policy & Debt: Official development assistance",56
"3090",2006,"Economic Policy & Debt: Purchasing power parity",13
"3091",2006,"Education: Efficiency",21
"3092",2006,"Education: Inputs",42
"3093",2006,"Education: Outcomes",49
"3094",2006,"Education: Participation",44
"3095",2006,"Employment and Time Use",1
"3096",2006,"Environment: Agricultural production",11
"3097",2006,"Environment: Density & urbanization",12
"3098",2006,"Environment: Emissions",44
"3099",2006,"Environment: Energy production & use",27
"3100",2006,"Environment: Freshwater",9
"3101",2006,"Environment: Land use",12
"3102",2006,"Environment: Natural resources contribution to GDP",6
"3103",2006,"Financial Sector: Access",4
"3104",2006,"Financial Sector: Assets",14
"3105",2006,"Financial Sector: Capital markets",7
"3106",2006,"Financial Sector: Exchange rates & prices",10
"3107",2006,"Financial Sector: Interest rates",5
"3108",2006,"Financial Sector: Monetary holdings (liabilities)",4
"3109",2006,"Gender: Agency",2
"3110",2006,"Gender: Health",7
"3111",2006,"Gender: Participation & access",2
"3112",2006,"Gender: Public life & decision making",3
"3113",2006,"Health: Disease prevention",27
"3114",2006,"Health: Health systems",21
"3115",2006,"Health: Mortality",35
"3116",2006,"Health: Nutrition",30
"3117",2006,"Health: Population: Dynamics",13
"3118",2006,"Health: Population: Structure",58
"3119",2006,"Health: Reproductive health",16
"3120",2006,"Health: Risk factors",25
"3121",2006,"Health: Universal Health Coverage",11
"3122",2006,"Infrastructure: Communications",13
"3123",2006,"Infrastructure: Technology",11
"3124",2006,"Infrastructure: Transportation",8
"3125",2006,"Poverty: Income distribution",9
"3126",2006,"Poverty: Poverty rates",8
"3127",2006,"Poverty: Shared prosperity",3
"3128",2006,"Private Sector & Trade: Business environment",25
"3129",2006,"Private Sector & Trade: Exports",23
"3130",2006,"Private Sector & Trade: Imports",23
"3131",2006,"Private Sector & Trade: Private infrastructure investment",8
"3132",2006,"Private Sector & Trade: Total merchandise trade",1
"3133",2006,"Private Sector & Trade: Trade price indices",2
"3134",2006,"Private Sector & Trade: Travel & tourism",10
"3135",2006,"Public Sector: Conflict & fragility",4
"3136",2006,"Public Sector: Defense & arms trade",8
"3137",2006,"Public Sector: Government finance",1
"3138",2006,"Public Sector: Government finance: Deficit & financing",10
"3139",2006,"Public Sector: Government finance: Expense",13
"3140",2006,"Public Sector: Government finance: Revenue",22
"3141",2006,"Public Sector: Policy & institutions",59
"3142",2006,"Social Protection & Labor: Economic activity",74
"3143",2006,"Social Protection & Labor: Labor force structure",28
"3144",2006,"Social Protection & Labor: Migration",7
"3145",2006,"Social Protection & Labor: Performance",27
"3146",2006,"Social Protection & Labor: Unemployment",27
"3147",2006,"Trade",23
"3148",2007,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3149",2007,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3150",2007,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3151",2007,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3152",2007,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
"3153",2007,"Economic Policy & Debt: External debt: Debt outstanding",9
"3154",2007,"Economic Policy & Debt: External debt: Debt ratios & other items",9
"3155",2007,"Economic Policy & Debt: External debt: Debt service",5
"3156",2007,"Economic Policy & Debt: External debt: Net flows",20
"3157",2007,"Economic Policy & Debt: National accounts: Adjusted savings & income",28
"3158",2007,"Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita",2
"3159",2007,"Economic Policy & Debt: National accounts: Growth rates",16
"3160",2007,"Economic Policy & Debt: National accounts: Local currency at constant prices: Aggregate indicators",8
"3161",2007,"Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP",11
"3162",2007,"Economic Policy & Debt: National accounts: Local currency at constant prices: Other items",3
"3163",2007,"Economic Policy & Debt: National accounts: Local currency at constant prices: Value added",5
"3164",2007,"Economic Policy & Debt: National accounts: Local currency at current prices: Aggregate indicators",11
"3165",2007,"Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP",14
"3166",2007,"Economic Policy & Debt: National accounts: Local currency at current prices: Value added",5
"3167",2007,"Economic Policy & Debt: National accounts: Shares of GDP & other",25
"3168",2007,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Aggregate indicators",5
"3169",2007,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP",9
"3170",2007,"Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added",7
"3171",2007,"Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators",9
"3172",2007,"Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP",10
"3173",2007,"Economic Policy & Debt: National accounts: US$ at current prices: Value added",4
"3174",2007,"Economic Policy & Debt: Official development assistance",57
"3175",2007,"Economic Policy & Debt: Purchasing power parity",13
"3176",2007,"Education: Efficiency",21
"3177",2007,"Education: Inputs",42
"3178",2007,"Education: Outcomes",49
"3179",2007,"Education: Participation",44
"3180",2007,"Employment and Time Use",1
"3181",2007,"Environment: Agricultural production",11
"3182",2007,"Environment: Density & urbanization",11
"3183",2007,"Environment: Emissions",44
"3184",2007,"Environment: Energy production & use",27
"3185",2007,"Environment: Freshwater",9
"3186",2007,"Environment: Land use",12
"3187",2007,"Environment: Natural resources contribution to GDP",6
"3188",2007,"Financial Sector: Access",4
"3189",2007,"Financial Sector: Assets",14
"3190",2007,"Financial Sector: Capital markets",7
"3191",2007,"Financial Sector: Exchange rates & prices",10
"3192",2007,"Financial Sector: Interest rates",5
"3193",2007,"Financial Sector: Monetary holdings (liabilities)",4
"3194",2007,"Gender: Agency",2
"3195",2007,"Gender: Health",7
"3196",2007,"Gender: Participation & access",2
"3197",2007,"Gender: Public life & decision making",3
"3198",2007,"Health: Disease prevention",27
"3199",2007,"Health: Health systems",22
"3200",2007,"Health: Mortality",35
"3201",2007,"Health: Nutrition",30
"3202",2007,"Health: Population: Dynamics",13
"3203",2007,"Health: Population: Structure",58
"3204",2007,"Health: Reproductive health",16
"3205",2007,"Health: Risk factors",27
"3206",2007,"Health: Universal Health Coverage",11
"3207",2007,"Infrastructure: Communications",13
"3208",2007,"Infrastructure: Technology",13
"3209",2007,"Infrastructure: Transportation",8
"3210",2007,"Poverty: Income distribution",9
"3211",2007,"Poverty: Poverty rates",8
"3212",2007,"Poverty: Shared prosperity",3
"3213",2007,"Private Sector & Trade: Business environment",24
"3214",2007,"Private Sector & Trade: Exports",23
"3215",2007,"Private Sector & Trade: Imports",23
"3216",2007,"Private Sector & Trade: Private infrastructure investment",7
"3217",2007,"Private Sector & Trade: Total merchandise trade",1
"3218",2007,"Private Sector & Trade: Trade facilitation",8
"3219",2007,"Private Sector & Trade: Trade price indices",2
"3220",2007,"Private Sector & Trade: Travel & tourism",10
"3221",2007,"Public Sector: Conflict & fragility",4
"3222",2007,"Public Sector: Defense & arms trade",8
"3223",2007,"Public Sector: Government finance",1
"3224",2007,"Public Sector: Government finance: Deficit & financing",10
"3225",2007,"Public Sector: Government finance: Expense",13
"3226",2007,"Public Sector: Government finance: Revenue",22
"3227",2007,"Public Sector: Policy & institutions",59
"3228",2007,"Social Protection & Labor: Economic activity",74
"3229",2007,"Social Protection & Labor: Labor force structure",28
"3230",2007,"Social Protection & Labor: Migration",7
"3231",2007,"Social Protection & Labor: Performance",27
"3232",2007,"Social Protection & Labor: Unemployment",27
"3233",2007,"Trade",24
"3234",2008,"Economic Policy & Debt: Balance of payments: Capital & financial account",11
"3235",2008,"Economic Policy & Debt: Balance of payments: Current account: Balances",4
"3236",2008,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",22
"3237",2008,"Economic Policy & Debt: Balance of payments: Current account: Transfers",7
"3238",2008,"Economic Policy & Debt: Balance of payments: Reserves & other items",6
